port_name,lat_long,lat,lon,port_uc
PERAWANG,"1.066666666667,102.866666666667",1.066666666667,102.866666666667,PERAWANG
PETTA,"3.648879289346,125.561078693940",3.648879289346,125.56107869394,PETTA
PHET BURI,"12.816431546662,99.994859181565",12.816431546662,99.994859181565,PHET BURI
PHNOM PENH,"11.584019016346,104.921699149547",11.584019016346,104.921699149547,PHNOM PENH
PHU MY,"10.583333333333,107.033333333333",10.583333333333,107.033333333333,PHU MY
PHUKET,"7.833333333333,98.400000000000",7.833333333333,98.4,PHUKET
PIGARAJA,"-0.813055005740,127.879589189544",-0.81305500574,127.879589189544,PIGARAJA
PIRU,"-3.066666666667,128.183333333333",-3.066666666667,128.183333333333,PIRU
"PLAJU, SUMATRA","-2.983333333333,104.800000000000",-2.983333333333,104.8,"PLAJU, SUMATRA"
PLAJU/TUKS PT. PERTAMINA (PERSERO),"-2.990972840416,104.830027125127",-2.990972840416,104.830027125127,PLAJU/TUKS PT. PERTAMINA (PERSERO)
POLENG,"-6.650000000000,112.916666666667",-6.65,112.916666666667,POLENG
POMAKO,"-4.800000000000,136.766666666667",-4.8,136.766666666667,POMAKO
"POMALAA, SULAWESI","-4.176149630573,121.604422730417",-4.176149630573,121.604422730417,"POMALAA, SULAWESI"
PONTIANAK,"-0.016666666667,109.333333333333",-0.016666666667,109.333333333333,PONTIANAK
PONTIANAK/TUKS PT. PERTAMINA,"-0.004211153156,109.326162993557",-0.004211153156,109.326162993557,PONTIANAK/TUKS PT. PERTAMINA
POOM,"-1.628964187646,135.692589306384",-1.628964187646,135.692589306384,POOM
POPAYATO,"0.483937824537,121.476892423520",0.483937824537,121.47689242352,POPAYATO
PORT DICKSON,"2.533333333333,101.783333333333",2.533333333333,101.783333333333,PORT DICKSON
PORT ELIZABETH,"-33.951944444444,25.642500000000",-33.951944444444,25.6425,PORT ELIZABETH
PORT KLANG,"3.000000000000,101.400000000000",3.0,101.4,PORT KLANG
PORT KLANG (PELABUHAN KLANG),"3.020239774835,101.356962356945",3.020239774835,101.356962356945,PORT KLANG (PELABUHAN KLANG)
PORT LOUIS,"16.416666666667,-61.533333333333",16.416666666667,-61.533333333333,PORT LOUIS
PORT MENENG,"-8.131863187042,114.401759063375",-8.131863187042,114.401759063375,PORT MENENG
PORT MORESBY,"-9.466666666667,147.133333333333",-9.466666666667,147.133333333333,PORT MORESBY
POSI-POSI GANE,"-0.061395403612,127.697216472016",-0.061395403612,127.697216472016,POSI-POSI GANE
"POSO, SULAWESI","-1.381228315380,120.754785539185",-1.38122831538,120.754785539185,"POSO, SULAWESI"
POSO/TERSUS PT. PERTAMINA,"-1.394642793366,120.717098304589",-1.394642793366,120.717098304589,POSO/TERSUS PT. PERTAMINA
POTO TANO,"-8.516666666667,116.833333333333",-8.516666666667,116.833333333333,POTO TANO
PRACHUAP KHIRI KHAN,"11.204876891258,99.579618739877",11.204876891258,99.579618739877,PRACHUAP KHIRI KHAN
PRAI,"5.364404805108,100.377847450306",5.364404805108,100.377847450306,PRAI
PRAMUKA,"-5.745258115973,106.612070585270",-5.745258115973,106.61207058527,PRAMUKA
PROBOLINGGO,"-7.716666666667,113.216666666667",-7.716666666667,113.216666666667,PROBOLINGGO
PSAKHNÁ,"38.564420427034,23.598206945368",38.564420427034,23.598206945368,PSAKHNÁ
PULANG PISAU/KUALA KAPUAS,"-2.764385661772,114.250275825817",-2.764385661772,114.250275825817,PULANG PISAU/KUALA KAPUAS
PULANG PISAU/TUKS PT. PERTAMINA,"-2.723808961546,114.262567709145",-2.723808961546,114.262567709145,PULANG PISAU/TUKS PT. PERTAMINA
PULAU AYU,"0.381776986965,131.034472160073",0.381776986965,131.034472160073,PULAU AYU
PULAU BAAI/TUKS PERTAMINA,"-3.906708166852,102.304080306105",-3.906708166852,102.304080306105,PULAU BAAI/TUKS PERTAMINA
PULAU BONERATE,"-7.358491331008,121.077451007154",-7.358491331008,121.077451007154,PULAU BONERATE
PULAU BULAN,"0.997367953778,103.937818177970",0.997367953778,103.93781817797,PULAU BULAN
PULAU BUNYU,"-0.300000000000,115.866666666667",-0.3,115.866666666667,PULAU BUNYU
PULAU JAMPEA,"-7.059467263779,120.611162009259",-7.059467263779,120.611162009259,PULAU JAMPEA
PULAU KAPOPOSANG BALI,"-7.499562735626,117.174876574194",-7.499562735626,117.174876574194,PULAU KAPOPOSANG BALI
PULAU LAUT,"-3.283333333333,116.150000000000",-3.283333333333,116.15,PULAU LAUT
PULAU PAM,"-0.647618945366,130.314142505239",-0.647618945366,130.314142505239,PULAU PAM
PULAU PANGGANG,"-5.737303112771,106.601431837154",-5.737303112771,106.601431837154,PULAU PANGGANG
PULAU RAAS,"-7.154466444691,114.624613262844",-7.154466444691,114.624613262844,PULAU RAAS
PULAU SALURA,"-10.309132653711,120.184703210380",-10.309132653711,120.18470321038,PULAU SALURA
PULAU SAMBU,"1.166666666667,103.900000000000",1.166666666667,103.9,PULAU SAMBU
PULAU SAMBU/TERSUS PERTAMINA,"1.155874947458,103.900192933989",1.155874947458,103.900192933989,PULAU SAMBU/TERSUS PERTAMINA
PULAU SEBIRA,"-5.206381109702,106.460741707154",-5.206381109702,106.460741707154,PULAU SEBIRA
PULAU TANAH MASA,"-0.356912619873,98.536248241998",-0.356912619873,98.536248241998,PULAU TANAH MASA
PULAU TELLO,"-0.050059995568,98.285054774056",-0.050059995568,98.285054774056,PULAU TELLO
PULAU TEOR,"-4.737754250632,131.760142372206",-4.737754250632,131.760142372206,PULAU TEOR
PUNAGAYA/TERSUS PT BOSOWA ENERGI,"-5.625323498002,119.541144418918",-5.625323498002,119.541144418918,PUNAGAYA/TERSUS PT BOSOWA ENERGI
PUPUK KALIMANTAN TIMUR,"0.174423871287,117.485907531912",0.174423871287,117.485907531912,PUPUK KALIMANTAN TIMUR
PUTIAN,"25.216176441654,119.023909121446",25.216176441654,119.023909121446,PUTIAN
QINGDAO,"36.089070305117,120.314140842223",36.089070305117,120.314140842223,QINGDAO
QINZHOU PT,"21.722920995105,108.582248797785",21.722920995105,108.582248797785,QINZHOU PT
QUA IBOE,"4.541380659271,8.015564610293",4.541380659271,8.015564610293,QUA IBOE
QUANG NINH,"20.976665365082,107.051506550322",20.976665365082,107.051506550322,QUANG NINH
QUANZHOU,"24.883333333333,118.600000000000",24.883333333333,118.6,QUANZHOU
QUI NHON,"13.766666666667,109.233333333333",13.766666666667,109.233333333333,QUI NHON
RACH GIA,"10.010340474911,105.076379099054",10.010340474911,105.076379099054,RACH GIA
RAHA,"-4.840961111597,122.731457603347",-4.840961111597,122.731457603347,RAHA
RAHA/TERSUS PT. PERTAMINA,"-4.840961111597,122.731457603347",-4.840961111597,122.731457603347,RAHA/TERSUS PT. PERTAMINA
RAIJUA,"-10.601231065710,121.617727631736",-10.60123106571,121.617727631736,RAIJUA
RANAI,"3.916666666667,108.383333333333",3.916666666667,108.383333333333,RANAI
RANAI NATUNA/TERSUS PERTAMINA,"3.942899367143,108.390683733065",3.942899367143,108.390683733065,RANAI NATUNA/TERSUS PERTAMINA
RANGGA ILUNG,"-2.287880373763,114.870213720722",-2.287880373763,114.870213720722,RANGGA ILUNG
RANONG,"10.006187864566,98.609367173184",10.006187864566,98.609367173184,RANONG
RAS LAFFAN,"25.916666666667,51.583333333333",25.916666666667,51.583333333333,RAS LAFFAN
RAS TANURA,"26.649387841449,50.167489359929",26.649387841449,50.167489359929,RAS TANURA
RAYONG,"12.669628309533,101.139657458675",12.669628309533,101.139657458675,RAYONG
REMBANG,"-6.700000000000,111.350000000000",-6.7,111.35,REMBANG
REMBANG/SLUKE,"-6.630308240731,111.543805879766",-6.630308240731,111.543805879766,REMBANG/SLUKE
REO,"-8.316666666667,120.500000000000",-8.316666666667,120.5,REO
REO/TERSUS PT. PERTAMINA,"-8.283359009001,120.452037056242",-8.283359009001,120.452037056242,REO/TERSUS PT. PERTAMINA
RIAU,"0.783333333333,104.550000000000",0.783333333333,104.55,RIAU
RINCA,"-8.653133308694,119.714969358518",-8.653133308694,119.714969358518,RINCA
RIO TUBA,"8.501058589633,117.451458359891",8.501058589633,117.451458359891,RIO TUBA
RIZHAO PT,"35.375696019296,119.564605754260",35.375696019296,119.56460575426,RIZHAO PT
ROMEAN,"-7.082337799064,131.911902158040",-7.082337799064,131.91190215804,ROMEAN
RUM,"0.735975532051,127.384376997535",0.735975532051,127.384376997535,RUM
RUWAIS PORT,"26.144605610738,51.205314282672",26.144605610738,51.205314282672,RUWAIS PORT
SABANG,"5.883333333333,95.316666666667",5.883333333333,95.316666666667,SABANG
SABANG/TERSUS PERTAMINA,"5.885517422524,95.315362658961",5.885517422524,95.315362658961,SABANG/TERSUS PERTAMINA
SADAI,"-3.005067401223,106.739264512056",-3.005067401223,106.739264512056,SADAI
"SADAU, BORNEO","3.349144943714,117.524469510050",3.349144943714,117.52446951005,"SADAU, BORNEO"
SAGEA,"0.463146077808,128.087136609981",0.463146077808,128.087136609981,SAGEA
SAGULUNG,"1.025817380547,103.925382611670",1.025817380547,103.92538261167,SAGULUNG
SAILOLOF,"-1.250000000000,130.750000000000",-1.25,130.75,SAILOLOF
SAKAI,"34.548789069985,135.405660784961",34.548789069985,135.405660784961,SAKAI
SAKAISENBOKU,"34.585171950616,135.443548847063",34.585171950616,135.443548847063,SAKAISENBOKU
SAKETA,"-0.359106757501,127.844795739902",-0.359106757501,127.844795739902,SAKETA
SALAKAN,"-1.308319546430,123.290179004083",-1.30831954643,123.290179004083,SALAKAN
SALAWATI TERMINAL,"-1.128013244775,131.225424218490",-1.128013244775,131.22542421849,SALAWATI TERMINAL
SALIKI,"-0.402153214672,117.429670972650",-0.402153214672,117.42967097265,SALIKI
SAMALAJU,"3.574891468640,113.323020421785",3.57489146864,113.323020421785,SAMALAJU
SAMARINDA,"-0.516666666667,117.116666666667",-0.516666666667,117.116666666667,SAMARINDA
SAMARINDA/TUKS PT. PERTAMINA,"-0.501495660228,117.124645362845",-0.501495660228,117.124645362845,SAMARINDA/TUKS PT. PERTAMINA
SAMBALAGI,"-3.116941821454,122.349391330782",-3.116941821454,122.349391330782,SAMBALAGI
"SAMBAS, KALIMANTAN","1.362872426312,109.314588485417",1.362872426312,109.314588485417,"SAMBAS, KALIMANTAN"
SAMBU,"0.301121701780,103.601169890677",0.30112170178,103.601169890677,SAMBU
SAMPANG/TADDAN,"-7.229623223009,113.299127742721",-7.229623223009,113.299127742721,SAMPANG/TADDAN
SAMPIT,"-2.516666666667,113.000000000000",-2.516666666667,113.0,SAMPIT
SAMPIT/TUKS PT. PERTAMINA,"-2.509297814897,112.977646454369",-2.509297814897,112.977646454369,SAMPIT/TUKS PT. PERTAMINA
SAMUDA,"-2.838571265021,112.970921531030",-2.838571265021,112.97092153103,SAMUDA
"SAMUT SAKHON, CHANGWAT","13.544479751812,100.275730123793",13.544479751812,100.275730123793,"SAMUT SAKHON, CHANGWAT"
SAMUYA,"-1.782199045909,125.287116644567",-1.782199045909,125.287116644567,SAMUYA
SANANA,"-2.055764342504,125.981355805877",-2.055764342504,125.981355805877,SANANA
SANANA/TERSUS PT. PERTAMINA,"-1.988565916805,125.953960911526",-1.988565916805,125.953960911526,SANANA/TERSUS PT. PERTAMINA
"SANDAKAN, SABAH","5.808658079172,118.081756582589",5.808658079172,118.081756582589,"SANDAKAN, SABAH"
SANGATTA,"0.475314171925,117.612583631516",0.475314171925,117.612583631516,SANGATTA
SANGGAU,"0.116666666667,110.600000000000",0.116666666667,110.6,SANGGAU
"SANGKULIRANG, KALIMANTAN","1.278386836897,117.942407107307",1.278386836897,117.942407107307,"SANGKULIRANG, KALIMANTAN"
"SANTAN TERMINAL, KL","-0.106845364303,117.470416028418",-0.106845364303,117.470416028418,"SANTAN TERMINAL, KL"
SANUR,"-8.683333333333,115.266666666667",-8.683333333333,115.266666666667,SANUR
SAONEK,"-0.465677495371,130.783103889138",-0.465677495371,130.783103889138,SAONEK
SAPARUA,"-3.575253737317,128.657503796107",-3.575253737317,128.657503796107,SAPARUA
SAPE,"-8.566666666667,118.983333333333",-8.566666666667,118.983333333333,SAPE
SAPEKEN,"-7.008332970875,115.704033824980",-7.008332970875,115.70403382498,SAPEKEN
SAPUDI,"-7.166916094161,114.326858917572",-7.166916094161,114.326858917572,SAPUDI
SARIBI,"-1.131954859352,134.872901193460",-1.131954859352,134.87290119346,SARIBI
SARMI,"-1.250000000000,138.750000000000",-1.25,138.75,SARMI
SASAYAP,"3.601638867200,116.993277365922",3.6016388672,116.993277365922,SASAYAP
SATUI,"-3.800521433295,115.483321052308",-3.800521433295,115.483321052308,SATUI
SATUN,"6.795236730125,99.836842029814",6.795236730125,99.836842029814,SATUN
SAUBEBA,"-0.727121446512,133.966999276890",-0.727121446512,133.96699927689,SAUBEBA
SAUKOREM,"-0.568737668917,133.158904580604",-0.568737668917,133.158904580604,SAUKOREM
SAUMLAKI,"-7.983333333333,131.300000000000",-7.983333333333,131.3,SAUMLAKI
SAUMLAKI/TERSUS PT. PERTAMINA,"-7.997299414309,131.289745103569",-7.997299414309,131.289745103569,SAUMLAKI/TERSUS PT. PERTAMINA
SAUSAPOR,"-0.508253445967,132.083135269104",-0.508253445967,132.083135269104,SAUSAPOR
SAVONA,"44.316666666667,8.500000000000",44.316666666667,8.5,SAVONA
SAWU,"-10.488094188895,121.840755266906",-10.488094188895,121.840755266906,SAWU
SEBA,"-10.490040253699,121.838481867358",-10.490040253699,121.838481867358,SEBA
SEBAMBAN,"-3.728126108896,115.657163860655",-3.728126108896,115.657163860655,SEBAMBAN
SEBATIK,"4.170144967086,117.902893049938",4.170144967086,117.902893049938,SEBATIK
SEBELAT/TERSUS PT AGRICINAL,"-3.219664035163,101.602361799392",-3.219664035163,101.602361799392,SEBELAT/TERSUS PT AGRICINAL
SEBUKU ISLAND,"-3.500000000000,116.366666666667",-3.5,116.366666666667,SEBUKU ISLAND
SEBULU,"-0.273650506518,117.005866054977",-0.273650506518,117.005866054977,SEBULU
SEDANAU,"3.796804928490,108.038518969604",3.79680492849,108.038518969604,SEDANAU
SEGET,"-1.396448757362,130.971053524927",-1.396448757362,130.971053524927,SEGET
SEI SEMBILANG/TERSUS SUMBER HIJAU PERMAI,"-2.142972839529,104.412279405855",-2.142972839529,104.412279405855,SEI SEMBILANG/TERSUS SUMBER HIJAU PERMAI
SEI SIAK/TUKS PERTAMINA,"0.551458221289,101.462264584191",0.551458221289,101.462264584191,SEI SIAK/TUKS PERTAMINA
SEIRA,"-7.658264127822,131.037304424988",-7.658264127822,131.037304424988,SEIRA
SEKATAK,"3.313742262514,117.068886230831",3.313742262514,117.068886230831,SEKATAK
SEKUPANG,"1.133333333333,103.916666666667",1.133333333333,103.916666666667,SEKUPANG
SEL APIT,"0.993740800421,102.236909889864",0.993740800421,102.236909889864,SEL APIT
SELAT BELIAH,"0.898106998224,103.377009085132",0.898106998224,103.377009085132,SELAT BELIAH
SELAT LAMPA,"3.662106789844,108.132124887711",3.662106789844,108.132124887711,SELAT LAMPA
SELAT MORONG,"1.936715446088,101.742472406401",1.936715446088,101.742472406401,SELAT MORONG
SELAT PANJANG,"1.016165868326,102.715021446147",1.016165868326,102.715021446147,SELAT PANJANG
SELATANINANWATAN,"-2.126221569152,132.168742667259",-2.126221569152,132.168742667259,SELATANINANWATAN
SELAYAR,"-6.919112118285,120.843847155145",-6.919112118285,120.843847155145,SELAYAR
SELAYAR/BENTENG/RAUF RAHMAN,"-6.119004933475,120.454408681804",-6.119004933475,120.454408681804,SELAYAR/BENTENG/RAUF RAHMAN
SEMAMPIR/SURABYA PERTAMINA,"-7.203261362434,112.719572977756",-7.203261362434,112.719572977756,SEMAMPIR/SURABYA PERTAMINA
SEMARANG,"-6.950000000000,110.416666666667",-6.95,110.416666666667,SEMARANG
SEMBAKUNG (TERSUS PERTAMINA EP),"3.881341107732,117.589719722933",3.881341107732,117.589719722933,SEMBAKUNG (TERSUS PERTAMINA EP)
SEMPARONG,"0.507258106632,108.908383330318",0.507258106632,108.908383330318,SEMPARONG
SENAYANG,"0.046628220770,104.647971938411",0.04662822077,104.647971938411,SENAYANG
SENDANA,"-3.277448424816,118.845993359578",-3.277448424816,118.845993359578,SENDANA
SENGGIGI,"-8.500000000000,116.050000000000",-8.5,116.05,SENGGIGI
SENGGO,"-5.704332064846,139.342775345016",-5.704332064846,139.342775345016,SENGGO
SENIPAH,"-0.950000000000,117.150000000000",-0.95,117.15,SENIPAH
SENIPAH TERMINAL,"-0.940960051683,117.151698924373",-0.940960051683,117.151698924373,SENIPAH TERMINAL
SENORO MARINE TERMINAL,"-1.251579120662,122.593911924927",-1.251579120662,122.593911924927,SENORO MARINE TERMINAL
SEPANJANG TERMINAL,"-7.335914575965,112.704572102785",-7.335914575965,112.704572102785,SEPANJANG TERMINAL
SERANG,"-5.975512240770,106.121110402372",-5.97551224077,106.121110402372,SERANG
SERASAN,"2.497498958525,109.007927780732",2.497498958525,109.007927780732,SERASAN
SERIA,"4.622621002103,114.337093586833",4.622621002103,114.337093586833,SERIA
SERONGGA,"-3.174521323799,116.069668293479",-3.174521323799,116.069668293479,SERONGGA
SERONGGA/TG BATU,"-3.005718474538,116.220361080608",-3.005718474538,116.220361080608,SERONGGA/TG BATU
SERUA,"-6.299072949016,130.008828540054",-6.299072949016,130.008828540054,SERUA
SERUI,"-1.900000000000,136.250000000000",-1.9,136.25,SERUI
SERUI/TERSUS PT. PERTAMINA,"-1.882873852909,136.226087509585",-1.882873852909,136.226087509585,SERUI/TERSUS PT. PERTAMINA
SERWARU,"-8.159497086895,127.710830993253",-8.159497086895,127.710830993253,SERWARU
SETANGGA/TERSUS PT. DIAN UNGGUL BARATAMA,"-3.255158555320,116.065783503384",-3.25515855532,116.065783503384,SETANGGA/TERSUS PT. DIAN UNGGUL BARATAMA
SHAJIAO,"22.766954105285,113.647836519886",22.766954105285,113.647836519886,SHAJIAO
SHANGHAI,"31.216666666667,121.500000000000",31.216666666667,121.5,SHANGHAI
SHANGHAI PT,"30.622004491799,122.061209557360",30.622004491799,122.06120955736,SHANGHAI PT
SHANWEI PT,"22.778589478364,115.345663925639",22.778589478364,115.345663925639,SHANWEI PT
SHARJAH,"25.359959513774,55.375926527105",25.359959513774,55.375926527105,SHARJAH
SHEKOU PT,"22.483292062373,113.916068002388",22.483292062373,113.916068002388,SHEKOU PT
SHENZHEN,"22.502450914641,113.946637799545",22.502450914641,113.946637799545,SHENZHEN
SHINAS,"24.746647293398,56.471609309841",24.746647293398,56.471609309841,SHINAS
SIAK SRI INDRAPURA,"0.795568677007,102.045418903754",0.795568677007,102.045418903754,SIAK SRI INDRAPURA
"SIAK YECHIL, RIAU","0.993742397173,102.235819664871",0.993742397173,102.235819664871,"SIAK YECHIL, RIAU"
SIAM MASPION TERMINAL,"-7.112622838717,112.653003855345",-7.112622838717,112.653003855345,SIAM MASPION TERMINAL
SIBOLGA,"1.733333333333,98.766666666667",1.733333333333,98.766666666667,SIBOLGA
"SIBU, SARAWAK","2.276442963819,111.839009468736",2.276442963819,111.839009468736,"SIBU, SARAWAK"
SIDANGOLI,"0.900000000000,127.483333333333",0.9,127.483333333333,SIDANGOLI
SIHANOUKVILLE,"10.650379323423,103.501149243337",10.650379323423,103.501149243337,SIHANOUKVILLE
SIKABALUAN,"-1.080402271845,98.957191011435",-1.080402271845,98.957191011435,SIKABALUAN
SIKAKAP,"-2.775239222644,100.202046186011",-2.775239222644,100.202046186011,SIKAKAP
SIKELI,"-5.262141909377,121.794806592414",-5.262141909377,121.794806592414,SIKELI
SIKKA,"-8.612556231834,122.220450473537",-8.612556231834,122.220450473537,SIKKA
SIMEULUE/PERTAMINA,"2.469178566872,96.388373800954",2.469178566872,96.388373800954,SIMEULUE/PERTAMINA
SIMP. EMPAT BATU LICIN,"-3.430777756409,116.008170560057",-3.430777756409,116.008170560057,SIMP. EMPAT BATU LICIN
SINABANG,"2.472311277257,96.384667194138",2.472311277257,96.384667194138,SINABANG
SINABOI,"2.288703786014,101.021851607005",2.288703786014,101.021851607005,SINABOI
SINAKAK,"-3.104328374753,100.416985561386",-3.104328374753,100.416985561386,SINAKAK
SINGAPORE,"1.271262753787,103.817795506473",1.271262753787,103.817795506473,SINGAPORE
"SINGKAWANG, KALIMANTAN","0.920643730838,108.965447059336",0.920643730838,108.965447059336,"SINGKAWANG, KALIMANTAN"
SINGKIL,"2.268180497844,97.812567917122",2.268180497844,97.812567917122,SINGKIL
SINJAI/LAREA-REA,"-5.115442662633,120.288822449838",-5.115442662633,120.288822449838,SINJAI/LAREA-REA
SINTANG/TERSUS PT. PERTAMINA,"0.069653340031,111.479330659180",0.069653340031,111.47933065918,SINTANG/TERSUS PT. PERTAMINA
SINTETE,"1.201150044178,109.072305822205",1.201150044178,109.072305822205,SINTETE
"SIPITANG, SABAH","5.070812201354,115.544090293148",5.070812201354,115.544090293148,"SIPITANG, SABAH"
SIPORA,"-2.028722095785,99.593319949344",-2.028722095785,99.593319949344,SIPORA
SIROMBU,"0.942279219378,97.412237969099",0.942279219378,97.412237969099,SIROMBU
SIUBAN,"-2.186055545963,99.731443224932",-2.186055545963,99.731443224932,SIUBAN
SIWA/BANGSALAE,"-3.679832395562,120.428622624944",-3.679832395562,120.428622624944,SIWA/BANGSALAE
"SOASIO, GALELA","0.679498845200,127.455172936554",0.6794988452,127.455172936554,"SOASIO, GALELA"
SOFIFI,"0.734912315214,127.552772329795",0.734912315214,127.552772329795,SOFIFI
SOHAR,"24.485331795722,56.611480239192",24.485331795722,56.611480239192,SOHAR
SONGKHLA,"7.230256564333,100.571130238131",7.230256564333,100.571130238131,SONGKHLA
SOPI,"2.582668202692,128.528751666933",2.582668202692,128.528751666933,SOPI
SORONG,"-0.877349148627,131.246894236457",-0.877349148627,131.246894236457,SORONG
SORONG/TUKS PT. PERTAMINA,"-0.881310170604,131.261366129930",-0.881310170604,131.26136612993,SORONG/TUKS PT. PERTAMINA
SRIRACHA,"13.148731488406,100.907692554061",13.148731488406,100.907692554061,SRIRACHA
STAGEN,"-3.300000000000,116.150000000000",-3.3,116.15,STAGEN
SUARAN,"2.050000000000,117.700000000000",2.05,117.7,SUARAN
SUBAIM,"1.116666666667,128.166666666667",1.116666666667,128.166666666667,SUBAIM
SUBI,"3.550570133658,108.877100457426",3.550570133658,108.877100457426,SUBI
SUBIC BAY,"14.800000000000,120.266666666667",14.8,120.266666666667,SUBIC BAY
SUGIHAN,"-2.423551833268,105.191507255921",-2.423551833268,105.191507255921,SUGIHAN
SUKADANA,"-1.251186383221,109.947924922282",-1.251186383221,109.947924922282,SUKADANA
"SUKAMAJU, TERSUS PT PLN PLTU 2 LABUAN","-6.390485978582,105.830459203454",-6.390485978582,105.830459203454,"SUKAMAJU, TERSUS PT PLN PLTU 2 LABUAN"
SUKAMARA,"-2.707091199204,111.170430956630",-2.707091199204,111.17043095663,SUKAMARA
SUM,"-1.545236699909,128.109920200041",-1.545236699909,128.109920200041,SUM
SUMBAWA,"-8.491557853661,116.822847344723",-8.491557853661,116.822847344723,SUMBAWA
SUMENEP,"-7.050000000000,113.950000000000",-7.05,113.95,SUMENEP
"SUMENEP, MADURA","-7.055773398397,113.942802548137",-7.055773398397,113.942802548137,"SUMENEP, MADURA"
SUNDA KELAPA,"-6.119164267095,106.812095523651",-6.119164267095,106.812095523651,SUNDA KELAPA
SUNGAI BURUNG,"-4.643347856373,105.892861223490",-4.643347856373,105.89286122349,SUNGAI BURUNG
SUNGAI DUA,"-3.295105731795,116.088592687220",-3.295105731795,116.08859268722,SUNGAI DUA
SUNGAI DUA/TERSUS PT. JONLIN GROUP,"-3.413569677846,116.015747570309",-3.413569677846,116.015747570309,SUNGAI DUA/TERSUS PT. JONLIN GROUP
"SUNGAI GERONG, SUMATRA","-2.954133332785,104.882382616798",-2.954133332785,104.882382616798,"SUNGAI GERONG, SUMATRA"
"SUNGAI GUNTUNG, SUMATRA","0.305864606413,103.615016917473",0.305864606413,103.615016917473,"SUNGAI GUNTUNG, SUMATRA"
SUNGAI LAIS,"-2.955984175354,104.828648044737",-2.955984175354,104.828648044737,SUNGAI LAIS
SUNGAI LIAT,"-1.863844400699,106.127920632855",-1.863844400699,106.127920632855,SUNGAI LIAT
SUNGAI LILIN,"-2.599839180061,104.192084738318",-2.599839180061,104.192084738318,SUNGAI LILIN
SUNGAI LOKAN,"-0.455028860759,103.236035450546",-0.455028860759,103.236035450546,SUNGAI LOKAN
SUNGAI LUMPUR,"-3.407107755230,105.872534641871",-3.40710775523,105.872534641871,SUNGAI LUMPUR
SUNGAI NYAMUK,"4.159617108496,117.914718180731",4.159617108496,117.914718180731,SUNGAI NYAMUK
"SUNGAI PAKNING, SUMATRA","1.378442305787,102.147938428116",1.378442305787,102.147938428116,"SUNGAI PAKNING, SUMATRA"
SUNGAI PAKNING/TUKS PERTAMINA,"1.344770562145,102.157276943876",1.344770562145,102.157276943876,SUNGAI PAKNING/TUKS PERTAMINA
SUNGAI PUTING,"-2.936614758940,114.894308745804",-2.93661475894,114.894308745804,SUNGAI PUTING
SUNGAI SELAN,"-2.386186946015,105.982199278870",-2.386186946015,105.98219927887,SUNGAI SELAN
SUNGAI SIAK,"0.688688859785,101.735973349616",0.688688859785,101.735973349616,SUNGAI SIAK
SUNGAI UDANG PORT,"2.290993763424,102.165227087703",2.290993763424,102.165227087703,SUNGAI UDANG PORT
SURALAYA,"-5.885352028385,106.030712689237",-5.885352028385,106.030712689237,SURALAYA
SURAT THANI APT,"9.189717375841,99.391459538259",9.189717375841,99.391459538259,SURAT THANI APT
"SURIGAO, MINDANAO","9.782715575364,125.501579065449",9.782715575364,125.501579065449,"SURIGAO, MINDANAO"
"SUSOH, SUMATRA","3.720274067559,96.812511592928",3.720274067559,96.812511592928,"SUSOH, SUMATRA"
TABONEO,"-3.683333333333,114.416666666667",-3.683333333333,114.416666666667,TABONEO
TAGANITO,"9.546881746517,125.818115455477",9.546881746517,125.818115455477,TAGANITO
TAGULANDANG,"2.340389675809,125.381776522523",2.340389675809,125.381776522523,TAGULANDANG
TAHUNA,"3.616666666667,125.483333333333",3.616666666667,125.483333333333,TAHUNA
TAHUNA TERSUS PERTAMINA,"3.602046572758,125.499631537612",3.602046572758,125.499631537612,TAHUNA TERSUS PERTAMINA
TAICANG PT,"31.639852422396,121.227451444308",31.639852422396,121.227451444308,TAICANG PT
TAICHUNG,"24.286776713701,120.511652480009",24.286776713701,120.511652480009,TAICHUNG
TAIPEI,"25.153766590408,121.380807546945",25.153766590408,121.380807546945,TAIPEI
TAISHAN,"22.433795849594,112.783743589187",22.433795849594,112.783743589187,TAISHAN
TAIXING,"32.088778010676,119.956398072377",32.088778010676,119.956398072377,TAIXING
TALAGA RAYA,"-5.471977586763,122.075669506042",-5.471977586763,122.075669506042,TALAGA RAYA
TALANG DUKUH,"-1.533956556921,103.660536346248",-1.533956556921,103.660536346248,TALANG DUKUH
TALANG DUKUH/JAMBI,"-1.533956556921,103.660536346248",-1.533956556921,103.660536346248,TALANG DUKUH/JAMBI
"TALIABU ISLAND APT, MOLUCCAS","-1.651737230782,124.449785958564",-1.651737230782,124.449785958564,"TALIABU ISLAND APT, MOLUCCAS"
TALISAYAN,"1.625179406816,118.352860890676",1.625179406816,118.352860890676,TALISAYAN
TALISE,"1.829103515934,125.076387126864",1.829103515934,125.076387126864,TALISE
TAMBELAN,"0.975492062796,107.548486873312",0.975492062796,107.548486873312,TAMBELAN
TANA PASER,"-1.804873445563,116.252733786939",-1.804873445563,116.252733786939,TANA PASER
TANAH GROGOT,"-1.903074245043,116.234100016196",-1.903074245043,116.234100016196,TANAH GROGOT
TANAH LAUT,"-3.794974595303,114.611883153744",-3.794974595303,114.611883153744,TANAH LAUT
